cell_id,WBP5,ITGA5,LAMC2,VIM,KRT14,KRT17,is_cancer,site,non_cancer_type,compartment,patient,WBP5_detected,ITGA5_detected,LAMC2_detected,VIM_detected,KRT14_detected,KRT17_detected
HNSCC6_p14_hnscc6_p14_F01,0,0,0,0,11.342,11.79,1,Primary,0,Cancer cells,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC6_p14_hnscc6_p14_F10,0,0,0.52206,0,9.1686,9.2274,1,Primary,0,Cancer cells,6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC6_p14_hnscc6_p14_E01,3.7055,0,0,0,11.086,9.6437,1,Primary,0,Cancer cells,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC6_p14_hnscc6_p14_E08,0.70487,0,0,5.4046,1.2085,0.83188,0,Primary,Fibroblast,Fibroblast,6,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HNSCC6_p14_hnscc6_p14_H01,0,0,0.18142,0,9.993,7.8056,1,Primary,0,Cancer cells,6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC6_p14_hnscc6_p14_H07,0,0,0.14405,0,10.812,8.4767,1,Primary,0,Cancer cells,6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC6_p14_hnscc6_p14_F09,0.81229,1.6512,0,8.8301,0,0,0,Primary,Endothelial,Endothelial,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC6_p14_hnscc6_p14_E03,0,0,0.066261,0,11.184,8.444,1,Primary,0,Cancer cells,6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC6_p14_hnscc6_p14_E09,2.7007,0,0,0,9.2829,7.7418,1,Primary,0,Cancer cells,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC6_p14_hnscc6_p14_G09,0,0.11902,2.9362,0,10.882,6.7951,1,Primary,0,Cancer cells,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_B10,0,4.0426,2.6402,0,12.502,0.36625,1,Primary,0,Cancer cells,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_G01,4.3313,2.9151,0,7.1655,0,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p9_HNSCC5_P9_F07,4.4839,0.07861,0,7.5886,4.6239,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p9_HNSCC5_P9_D01,5.5312,5.697,0,6.6544,4.1158,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p9_HNSCC5_P9_D08,0,3.6427,6.1911,3.8296,12.155,10.37,1,Primary,0,Cancer cells,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_A10,5.0177,2.3612,0,7.2493,4.9898,0.77231,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_D03,0,0,0,0,11.482,8.4156,1,Primary,0,Cancer cells,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_F06,4.4733,4.3153,0,3.8246,0.19912,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p9_HNSCC5_P9_B11,4.0801,4.5539,5.7331,4.5435,11.679,9.6849,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_H03,0,0,0,0,11.877,5.6337,1,Primary,0,Cancer cells,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_H10,0,0.55189,0,0,12.075,4.3485,1,Primary,0,Cancer cells,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_B06,0,2.5363,0.070389,0,12.822,9.922,1,Primary,0,Cancer cells,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_A02,0,0,4.1233,2.496,11.855,10.268,1,Primary,0,Cancer cells,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_G04,0,2.9677,1.5826,2.7818,12.022,7.9311,1,Primary,0,Cancer cells,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_A06,0,4.5486,7.433,4.7388,12.428,11.054,1,Primary,0,Cancer cells,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_B07,3.111,4.4718,5.7879,0,11.931,9.7957,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_A03,3.8298,3.6402,0,7.087,3.7896,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p9_HNSCC5_P9_G07,3.2689,4.5759,0.035624,3.1137,11.553,9.9986,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_H11,5.157,4.5303,0,6.6181,4.1008,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p9_HNSCC5_P9_D11,5.2588,0,0,6.9313,4.9701,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p9_HNSCC5_P9_D04,4.4068,3.3695,6.6594,0.2461,12.312,11.574,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_G11,0,0,0.19787,2.4074,11.427,0.20289,1,Primary,0,Cancer cells,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_G09,0,0.42008,0,0,12.141,9.7404,1,Primary,0,Cancer cells,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_D10,0,0,0.048236,1.5226,12.821,9.6757,1,Primary,0,Cancer cells,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_F01,0,5.1285,0.11103,3.2534,0,6.2347,0,Primary,Fibroblast,Fibroblast,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
HNSCC5_p9_HNSCC5_P9_E09,3.9327,1.3051,6.9075,5.4291,11.626,10.086,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_B09,2.6681,3.8038,3.5241,0,12.295,10.377,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_E10,3.6893,3.6657,7.1869,4.0738,11.739,10.698,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_F10,0,3.6579,7.0127,4.4344,11.93,9.129,1,Primary,0,Cancer cells,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_D02,4.9705,1.1545,0,7.4215,6.3599,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p9_HNSCC5_P9_E04,4.9919,5.7622,0.064883,7.189,2.3182,3.262,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_A05,6.3891,0,0,7.4389,0.22651,0.23511,0,Primary,Fibroblast,Fibroblast,5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_A08,2.386,2.1862,3.8761,1.9866,12.293,9.366,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_C10,0,0,0.38957,7.7871,0,0.48233,0,Primary,Fibroblast,Fibroblast,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
HNSCC5_p9_HNSCC5_P9_G02,3.2497,4.6044,5.9925,5.9015,11.437,6.7503,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_F12,0,0.13225,6.8973,0,11.294,9.0707,1,Primary,0,Cancer cells,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_A09,0.78827,1.754,6.2819,0.54992,11.086,8.9967,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_C11,4.7718,6.908,0.22527,7.1146,0,0,0,Primary,Endothelial,Endothelial,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p9_HNSCC5_P9_G06,1.6295,0.46571,7.1189,4.4278,12.33,9.7367,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_H06,4.1935,4.4289,7.7039,0,12.124,11.042,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_C02,6.0291,0,0,0.72072,5.8873,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p9_HNSCC5_P9_D05,0,0,2.4906,1.6857,12.899,9.0906,1,Primary,0,Cancer cells,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_C07,0,0,0,5.7905,0,0.46884,0,Primary,Fibroblast,Fibroblast,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
HNSCC5_p9_HNSCC5_P9_F09,0,2.0942,7.3574,3.123,11.856,10.668,1,Primary,0,Cancer cells,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_A07,3.1132,4.3892,0,6.8362,4.4359,5.2753,0,Primary,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_F03,0,5.8506,0.05797,6.4579,0,0,0,Primary,Endothelial,Endothelial,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p9_HNSCC5_P9_C12,3.4598,0,5.9611,4.6384,11.94,8.1786,1,Primary,0,Cancer cells,5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_H12,5.4526,0,0,0,4.3751,0,0,Primary,Fibroblast,Fibroblast,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
HNSCC5_p9_HNSCC5_P9_E08,0,0,5.1442,0,11.997,10.121,1,Primary,0,Cancer cells,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_C03,0,0,3.5574,0,12.045,8.0258,1,Primary,0,Cancer cells,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_E11,0,0,0.070389,5.5099,0,0,0,Primary,Fibroblast,Fibroblast,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p9_HNSCC5_P9_B08,0,4.5753,7.7022,0,11.635,11.498,1,Primary,0,Cancer cells,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_H08,2.8254,2.0942,1.2351,0.90612,12.698,8.7202,1,Primary,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p9_HNSCC5_P9_E02,0,0.038436,0,0.077243,12.159,6.8746,1,Primary,0,Cancer cells,5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_F03,0,0,0,0,10.716,0,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_E06,0,5.9211,0,0,11.45,8.0018,0,Lymph node,0,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_E02,0,0,0.092207,8.2892,0.4957,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_A08,6.7815,6.7789,0,3.7638,0.31267,0,0,Lymph node,Endothelial,Endothelial,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_A09,5.8007,3.4497,0,0,11.224,9.1824,1,Lymph node,0,Cancer cells,5,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_D04,6.2972,5.7549,0,6.0717,0,0,0,Lymph node,Endothelial,Endothelial,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_H01,0,0,0.12168,6.3402,0,0,0,Lymph node,Fibroblast,Fibroblast,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_C03,0,0,0,0,11.137,8.984,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_E08,0,0,2.5663,0,11.032,9.4533,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_H02,4.8611,0,0.03984,4.7212,0,0,0,Lymph node,Fibroblast,Fibroblast,5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_F11,6.0175,6.4468,0.063503,7.5288,0,0,0,Lymph node,Endothelial,Endothelial,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_D05,4.7332,0,0.056584,5.0834,0,0,0,Lymph node,Fibroblast,Fibroblast,5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_H11,0,0,4.394,0,10.825,5.4301,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_F02,0,3.8246,6.1533,5.1551,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_D07,0,0,0.34483,7.5257,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_G08,0,0,0,0,11.954,8.9487,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_G06,3.3278,0,0.03984,0,11.387,8.782,1,Lymph node,0,Cancer cells,5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_D03,0,4.2328,0,6.4259,0,0,0,Lymph node,Fibroblast,Fibroblast,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_C05,0,0,0.28451,8.0317,2.2073,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_G11,0,6.3011,3.5514,7.2088,0.13619,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_D01,0,0,0,3.9205,11.233,8.4316,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_E04,5.9117,0.088142,0,6.5854,0.59264,0,0,Lymph node,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_G07,0,0,0,7.0731,0,0.12168,0,Lymph node,Endothelial,Endothelial,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_C01,0,0,4.6475,0,10.96,11.469,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_G05,5.3765,0.053806,0,7.0476,0,0,0,Lymph node,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_H03,0,0,0,0.15575,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_A04,0.36177,0,0,0,11.817,6.1041,1,Lymph node,0,Cancer cells,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_H06,6.5304,6.9616,0.042644,7.8047,0.12035,0,0,Lymph node,Endothelial,Endothelial,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_C06,0,0,0,0,0,0,0,Lymph node,Fibroblast,Fibroblast,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_B09,4.1659,6.381,0.16864,4.9474,0,0,0,Lymph node,Endothelial,Endothelial,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_B11,0,0,0.07861,6.1303,0,0,0,Lymph node,B cell,B cell,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_A03,5.0267,5.3323,0.051024,5.7102,0.14012,0,0,Lymph node,Endothelial,Endothelial,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_C09,0,0,0.055196,0,11.342,9.1521,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_A05,0,0,0,0.35952,0,0,0,Lymph node,Fibroblast,Fibroblast,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_A10,0,0,0,6.8615,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_B05,0,0,0,5.2635,0,0,0,Lymph node,Fibroblast,Fibroblast,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_H05,0,0.72159,0,0.28688,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_G09,0,0,0.034216,0,9.4683,10.182,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_B06,3.9598,3.9457,6.5524,3.0022,11.706,9.5628,1,Lymph node,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_B04,0,0,0,0,0,0,0,Lymph node,Fibroblast,Fibroblast,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_E10,0,0,0,0,1.1985,0.74416,0,Lymph node,Fibroblast,Fibroblast,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_G03,5.445,6.2967,0,7.5856,0,0,0,Lymph node,Endothelial,Endothelial,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_A12,0,1.3004,0,7.4455,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_F07,0,5.0915,0.096262,2.355,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_D08,0,0,6.0548,6.3313,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_B07,0,0,0,0,11.716,5.4118,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_G02,0,0,0,6.8274,0,0,0,Lymph node,Fibroblast,Fibroblast,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_C08,0,0,0,0,12.212,3.354,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_E07,2.7144,5.4161,0,8.4368,0.44679,0,0,Lymph node,Endothelial,Endothelial,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_E09,0,0,0,0,12.066,9.6022,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_D12,0,7.509,0,6.2128,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_B01,4.8212,3.9707,0,6.3793,0,0,0,Lymph node,Fibroblast,Fibroblast,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_E03,0,6.6841,0,7.3303,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_A07,2.1134,2.2603,5.6806,4.3267,11.839,11.963,1,Lymph node,0,Cancer cells,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_B10,0,4.8995,0.060739,5.8312,0,0,0,Lymph node,Endothelial,Endothelial,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_F01,5.1709,0,0,6.3348,0.14535,0,0,Lymph node,Fibroblast,Fibroblast,5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
HNSCC5_p14_HNSCC5_P14_LN_F05,0,4.6233,5.4365,0,11.442,6.537,1,Lymph node,0,Cancer cells,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_D10,0,0,0,0,11.247,5.5661,1,Lymph node,0,Cancer cells,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_H07,6.2996,5.1013,0,5.4544,4.4474,0.17632,0,Lymph node,Endothelial,Endothelial,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
HNSCC5_p14_HNSCC5_P14_LN_E12,0,5.6278,0,0,11.092,9.4266,1,Lymph node,0,Cancer cells,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
HNSCC8_1ant_HNSCC8_1ant_F06,0,0,0,3.7341,0,4.2778,0,Primary,Fibroblast,Fibroblast,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
HNSCC8_1ant_HNSCC8_1ant_H01,6.4472,5.9092,0,7.9466,0,0,0,Primary,Endothelial,Endothelial,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_B03,0,0,0,8.2396,0,0,0,Primary,Fibroblast,Fibroblast,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_E03,2.4813,0,0,0,5.635,0,0,Primary,Fibroblast,Fibroblast,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
HNSCC8_1ant_HNSCC8_1ant_B01,4.8117,0,0,7.9114,0,0,0,Primary,Fibroblast,Fibroblast,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_E01,0,6.5979,0,8.6371,0,0,0,Primary,Endothelial,Endothelial,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_B04,0,0,0,7.98,0,0,0,Primary,Fibroblast,Fibroblast,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_A09,0,0,0,0,0,0,0,Primary,Endothelial,Endothelial,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_F04,0,0,0.15445,9.0723,0,0,0,Primary,Endothelial,Endothelial,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_G11,0,4.9178,0,7.2362,7.4148,0,0,Primary,Endothelial,Endothelial,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC8_1ant_HNSCC8_1ant_C07,0,0,0.082703,8.9364,0,2.2035,0,Primary,Fibroblast,Fibroblast,8,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
HNSCC8_1ant_HNSCC8_1ant_C05,0,0,0.48646,7.7806,0,0,0,Primary,Fibroblast,Fibroblast,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_C09,0,0,0,7.2477,0,0,0,Primary,Endothelial,Endothelial,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_G04,0,5.8907,0,5.474,0,0,0,Primary,Endothelial,Endothelial,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_F05,5.5739,3.5624,0,8.6887,0,0,0,Primary,Fibroblast,Fibroblast,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_D02,5.8805,0,0,7.5442,0.38073,0,0,Primary,Fibroblast,Fibroblast,8,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
HNSCC8_1ant_HNSCC8_1ant_A04,0,5.9204,0,8.8272,0,0,0,Primary,Endothelial,Endothelial,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_C03,0,1.3202,0,6.8719,0.16864,0.33113,0,Primary,Fibroblast,Fibroblast,8,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
HNSCC8_1ant_HNSCC8_1ant_C12,0,5.8081,0.29983,9.0844,0,0,0,Primary,Endothelial,Endothelial,8,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
HNSCC8_1ant_HNSCC8_1ant_G02,0,2.7655,0,8.9574,0.86711,0,0,Primary,Endothelial,Endothelial,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
HNSCC8_1ant_HNSCC8_1ant_A06,0,0,0,5.8377,0,0,0,Primary,Fibroblast,Fibroblast,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
