cell_id,WBP5,is_cancer,site,non_cancer_type,compartment,patient,detected
HN28_P15_D06_S330_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HN28_P6_G05_S173_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN26_P14_D11_S239_comb,3.1172,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P14_H05_S281_comb,3.206,0,Lymph node,Fibroblast,Fibroblast,26,TRUE
HN26_P25_H09_S189_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P14_H06_S282_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN25_P25_C04_S316_comb,0,1,Lymph node,0,Cancer cells,25,FALSE
HN26_P25_A11_S107_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN26_P25_C09_S129_comb,3.0133,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P24_H05_S377_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN25_P5_E10_S58_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
HN25_P24_B02_S110_comb,4.1952,1,Lymph node,0,Cancer cells,25,TRUE
HN25_P25_C01_S313_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HN28_P15_G06_S366_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HN26_P6_B06_S18_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HN25_P5_C05_S29_comb,4.8071,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN28_P6_D09_S141_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN26_P5_H01_S85_comb,0.28924,1,Primary,0,Cancer cells,26,TRUE
HN26_P13_D07_S139_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN26_P5_E06_S54_comb,0.29396,1,Primary,0,Cancer cells,26,TRUE
HN26_P26_H05_S377_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P24_F12_S360_comb,4.0679,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P24_F03_S351_comb,3.2912,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P6_D08_S44_comb,3.2823,1,Primary,0,Cancer cells,26,TRUE
HN25_P5_E12_S60_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
HNSCC26_P24_C01_S313_comb,2.9228,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P5_F01_S61_comb,4.6485,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN26_P5_D12_S48_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HN25_P25_C11_S323_comb,5.5527,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN25_P25_B12_S312_comb,4.7508,1,Lymph node,0,Cancer cells,25,TRUE
HN25_P5_E11_S59_comb,2.8223,1,Primary,0,Cancer cells,25,TRUE
HN26_P5_G11_S83_comb,6.4248,0,Primary,Fibroblast,Fibroblast,26,TRUE
HNSCC26_P12_G04_S268_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN25_P23_G05_S269_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN26_P25_E02_S146_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN25_P25_F01_S349_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN26_P26_E10_S346_comb,1.3885,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P6_B04_S16_comb,3.6002,1,Primary,0,Cancer cells,26,TRUE
HN25_P23_C01_S217_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HN28_P6_A09_S105_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN25_P25_E06_S342_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN25_P23_H09_S285_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN28_P6_H07_S187_comb,5.4038,0,Primary,Fibroblast,Fibroblast,28,TRUE
HNSCC26_P24_D01_S325_comb,3.8321,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P24_H02_S182_comb,3.5913,1,Lymph node,0,Cancer cells,25,TRUE
HN26_P13_E03_S147_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P25_B03_S111_comb,3.3121,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P12_D11_S239_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN28_P6_B03_S111_comb,4.7403,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN26_P5_H08_S92_comb,3.2019,1,Primary,0,Cancer cells,26,TRUE
HN25_P5_B06_S18_comb,3.5924,0,Primary,myocyte,myocyte,25,TRUE
HN25_P5_B04_S16_comb,0.44148,0,Primary,#NAME?,#NAME?,25,TRUE
HNSCC26_P24_D02_S326_comb,2.6034,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P5_A05_S5_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
HN26_P5_D09_S45_comb,0,1,Primary,0,Cancer cells,26,FALSE
HNSCC26_P12_G11_S275_comb,0.47923,0,Lymph node,Fibroblast,Fibroblast,26,TRUE
HN26_P25_A01_S97_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P25_A03_S99_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P12_H11_S287_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN25_P24_F06_S162_comb,6.3805,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN26_P6_A08_S8_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HNSCC26_P24_H10_S382_comb,0,0,Lymph node,0,0,26,FALSE
HN25_P5_B12_S24_comb,3.8609,1,Primary,0,Cancer cells,25,TRUE
HN28_P6_A02_S98_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN25_P24_G02_S170_comb,6.7578,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN26_P13_C04_S124_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN25_P25_A12_S300_comb,2.9165,1,Lymph node,0,Cancer cells,25,TRUE
HN26_P14_C05_S221_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN25_P24_H04_S184_comb,6.3479,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN26_P25_A07_S103_comb,0,0,Lymph node,Macrophage,Macrophage,26,FALSE
HNSCC26_P12_H07_S283_comb,0.56365,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P25_C02_S122_comb,2.6182,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P26_F06_S354_comb,3.38,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P6_H10_S190_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN25_P25_C07_S319_comb,3.1192,1,Lymph node,0,Cancer cells,25,TRUE
HNSCC26_P24_C09_S321_comb,6.1701,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P24_F08_S356_comb,0.48336,0,Lymph node,Fibroblast,Fibroblast,26,TRUE
HN28_P6_G06_S174_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN25_P5_H09_S93_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
HN26_P14_A02_S194_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HNSCC26_P24_B09_S309_comb,5.2063,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P13_F04_S160_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN25_P24_A08_S104_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN26_P13_F07_S163_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN26_P13_D06_S138_comb,3.2222,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P15_B12_S312_comb,2.3863,1,Lymph node,0,Cancer cells,28,TRUE
HN28_P15_D11_S335_comb,6.8556,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HN28_P15_C09_S321_comb,6.3191,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HN26_P25_G03_S171_comb,5.0071,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P6_C01_S121_comb,0,0,Primary,Endothelial,Endothelial,28,FALSE
HN25_P23_H02_S278_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HN26_P25_E03_S147_comb,1.9107,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P5_F06_S66_comb,7.0801,0,Primary,Fibroblast,Fibroblast,26,TRUE
HN28_P15_A01_S289_comb,5.0884,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HN26_P25_F09_S165_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN25_P5_B01_S13_comb,5.4554,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN26_P6_B02_S14_comb,3.9438,1,Primary,0,Cancer cells,26,TRUE
HNSCC26_P24_A09_S297_comb,3.898,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P6_E12_S156_comb,6.3696,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN25_P5_G10_S82_comb,4.3377,0,Primary,Fibroblast,Fibroblast,25,TRUE
HNSCC26_P24_F11_S359_comb,0.29748,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P13_G10_S178_comb,6.3046,0,Lymph node,Fibroblast,Fibroblast,26,TRUE
HN26_P6_G03_S75_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HN25_P24_B12_S120_comb,0,0,Lymph node,T cell,T cell,25,FALSE
HN26_P13_B04_S112_comb,3.0444,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P13_H09_S189_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN25_P5_E09_S57_comb,1.7088,1,Primary,0,Cancer cells,25,TRUE
HN26_P26_D03_S327_comb,4.6861,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P14_B04_S208_comb,2.892,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P25_F05_S353_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN26_P14_H03_S279_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN28_P6_D03_S135_comb,5.0902,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN26_P5_F01_S61_comb,6.7987,0,Primary,Fibroblast,Fibroblast,26,TRUE
HNSCC26_P24_G03_S363_comb,0,0,Lymph node,0,0,26,FALSE
HN28_P6_A11_S107_comb,0,0,Primary,0,0,28,FALSE
HN26_P14_F07_S259_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN26_P25_G08_S176_comb,4.5083,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P25_G12_S372_comb,3.7,1,Lymph node,0,Cancer cells,25,TRUE
HNSCC26_P12_F04_S256_comb,4.5398,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P6_B05_S17_comb,3.5414,1,Primary,0,Cancer cells,26,TRUE
HN26_P26_H04_S376_comb,2.5864,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P15_B10_S310_comb,0,0,Lymph node,B cell,B cell,28,FALSE
HN28_P15_F05_S353_comb,5.0607,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HN25_P25_B08_S308_comb,0,0,Lymph node,Dendritic,Dendritic,25,FALSE
HNSCC26_P24_E10_S346_comb,6.9658,0,Lymph node,Fibroblast,Fibroblast,26,TRUE
HN26_P5_F02_S62_comb,0,1,Primary,0,Cancer cells,26,FALSE
HN28_P15_D01_S325_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HN25_P25_A07_S295_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN26_P14_C10_S226_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P24_H08_S380_comb,3.5783,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P5_G03_S75_comb,6.265,0,Primary,Fibroblast,Fibroblast,26,TRUE
HN25_P5_D05_S41_comb,5.6776,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN26_P26_D10_S334_comb,5.0788,0,Lymph node,Fibroblast,Fibroblast,26,TRUE
HN26_P6_H12_S96_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HN25_P5_D12_S48_comb,5.5333,1,Primary,0,Cancer cells,25,TRUE
HN25_P5_F12_S72_comb,3.3576,1,Primary,0,Cancer cells,25,TRUE
HN26_P14_C04_S220_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P26_B12_S312_comb,5.5197,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P5_E06_S54_comb,2.8166,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN25_P23_B12_S216_comb,4.681,1,Lymph node,0,Cancer cells,25,TRUE
HN26_P25_H04_S184_comb,2.5668,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P6_E06_S150_comb,3.8927,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN25_P24_D08_S140_comb,5.1471,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN28_P6_E09_S153_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN26_P26_D12_S336_comb,1.7407,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P26_F07_S355_comb,3.1423,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P15_G07_S367_comb,3.9221,1,Lymph node,0,Cancer cells,28,TRUE
HN25_P23_B11_S215_comb,0.72596,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN25_P24_G09_S177_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN28_P15_F12_S360_comb,3.6114,1,Lymph node,0,Cancer cells,28,TRUE
HN28_P15_A06_S294_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HN26_P14_D08_S236_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN28_P15_H10_S382_comb,2.6003,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HN26_P25_C12_S132_comb,3.6388,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P24_E11_S155_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN26_P13_G06_S174_comb,0,0,Lymph node,B cell,B cell,26,FALSE
HN25_P5_F09_S69_comb,2.3294,1,Primary,0,Cancer cells,25,TRUE
HN26_P25_E11_S155_comb,0,0,Lymph node,0,0,26,FALSE
HN25_P23_E12_S252_comb,0,1,Lymph node,0,Cancer cells,25,FALSE
HN28_P15_H08_S380_comb,0.41576,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HN25_P24_F07_S163_comb,3.1195,1,Lymph node,0,Cancer cells,25,TRUE
HN25_P23_G06_S270_comb,3.8052,1,Lymph node,0,Cancer cells,25,TRUE
HN28_P6_E02_S146_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN25_P24_G10_S178_comb,0,1,Lymph node,0,Cancer cells,25,FALSE
HN26_P14_D05_S233_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P14_A01_S193_comb,2.3138,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P24_C10_S322_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P26_H09_S381_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN25_P24_F02_S158_comb,4.8743,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN28_P15_H11_S383_comb,4.2666,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HN25_P23_C06_S222_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN25_P5_D10_S46_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
HN26_P26_B08_S308_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P25_D02_S134_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN25_P23_H03_S279_comb,2.7795,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN26_P26_C04_S316_comb,3.365,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P6_E10_S154_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN26_P25_B08_S116_comb,3.8211,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P6_D12_S144_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN26_P14_H11_S287_comb,6.5533,0,Lymph node,Fibroblast,Fibroblast,26,TRUE
HN25_P24_C10_S130_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN25_P25_C02_S314_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HN26_P13_A02_S98_comb,0,0,Lymph node,Dendritic,Dendritic,26,FALSE
HN26_P5_E08_S56_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HN28_P6_B07_S115_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN25_P24_F05_S161_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN26_P14_B09_S213_comb,2.9802,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P23_B01_S205_comb,5.441,1,Lymph node,0,Cancer cells,25,TRUE
HN25_P5_A07_S7_comb,2.6492,1,Primary,0,Cancer cells,25,TRUE
HN28_P15_A02_S290_comb,4.139,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HN26_P13_D01_S133_comb,4.2522,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P6_B09_S117_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN25_P5_E05_S53_comb,4.6412,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN25_P5_D04_S40_comb,5.8437,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN25_P25_E01_S337_comb,0.60975,0,Lymph node,B cell,B cell,25,TRUE
HN28_P6_F05_S161_comb,8.2688,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN26_P14_E08_S248_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN28_P6_D08_S140_comb,5.2142,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN26_P6_B08_S20_comb,0,1,Primary,0,Cancer cells,26,FALSE
HN26_P5_A09_S9_comb,3.7547,1,Primary,0,Cancer cells,26,TRUE
HN26_P25_H01_S181_comb,4.8106,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P24_B11_S311_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P6_F03_S63_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HN28_P6_G08_S176_comb,6.7195,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN26_P26_A03_S291_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN25_P23_A12_S204_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HN26_P13_F01_S157_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN25_P5_G12_S84_comb,0,0,Primary,Mast,Mast,25,FALSE
HN26_P5_A07_S7_comb,2.8877,1,Primary,0,Cancer cells,26,TRUE
HN25_P23_B02_S206_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN25_P5_B07_S19_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
HN25_P5_H04_S88_comb,0,0,Primary,0,0,25,FALSE
HN28_P15_C11_S323_comb,5.8604,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC26_P12_F08_S260_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN28_P6_F12_S168_comb,4.8843,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN26_P5_G06_S78_comb,0,1,Primary,0,Cancer cells,26,FALSE
HN28_P6_G11_S179_comb,6.0328,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN26_P5_H04_S88_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HNSCC26_P24_B01_S301_comb,3.4168,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P24_D12_S144_comb,5.2181,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN28_P15_C05_S317_comb,0,0,Lymph node,T cell,T cell,28,FALSE
HNSCC26_P24_E02_S338_comb,3.2055,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P25_C10_S322_comb,4.8109,1,Lymph node,0,Cancer cells,25,TRUE
HN28_P15_B05_S305_comb,0.52005,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HN28_P15_C07_S319_comb,3.4152,1,Lymph node,0,Cancer cells,28,TRUE
HN28_P15_E02_S338_comb,4.2112,1,Lymph node,0,Cancer cells,28,TRUE
HN26_P6_F08_S68_comb,4.7062,0,Primary,Fibroblast,Fibroblast,26,TRUE
HN25_P25_D09_S333_comb,3.5803,1,Lymph node,0,Cancer cells,25,TRUE
HN28_P6_F09_S165_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN25_P23_A08_S200_comb,0,0,Lymph node,Macrophage,Macrophage,25,FALSE
HN28_P6_C07_S127_comb,5.2753,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN28_P15_F10_S358_comb,3.6725,1,Lymph node,0,Cancer cells,28,TRUE
HN28_P6_H12_S192_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN26_P6_F07_S67_comb,2.286,0,Primary,Fibroblast,Fibroblast,26,TRUE
HNSCC26_P24_D12_S336_comb,3.8864,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P6_D05_S41_comb,4.6699,1,Primary,0,Cancer cells,26,TRUE
HN25_P24_D09_S141_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HN25_P24_C08_S128_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN26_P25_D04_S136_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN28_P15_D12_S336_comb,3.2827,1,Lymph node,0,Cancer cells,28,TRUE
HN25_P5_B03_S15_comb,5.9677,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN25_P25_F03_S351_comb,0,0,Lymph node,B cell,B cell,25,FALSE
HN25_P5_A09_S9_comb,0,0,Primary,myocyte,myocyte,25,FALSE
HN26_P25_C03_S123_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P24_B12_S312_comb,3.4852,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P24_G05_S365_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN25_P25_H06_S378_comb,0,1,Lymph node,0,Cancer cells,25,FALSE
HN26_P25_G05_S173_comb,3.9409,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P14_B11_S215_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN28_P6_C02_S122_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HN28_P6_D06_S138_comb,0,0,Primary,Fibroblast,Fibroblast,28,FALSE
HNSCC26_P24_B08_S308_comb,4.2219,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P5_D01_S37_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
HN26_P6_H06_S90_comb,4.1893,1,Primary,0,Cancer cells,26,TRUE
HN25_P5_H06_S90_comb,0,0,Primary,Fibroblast,Fibroblast,25,FALSE
HN26_P26_E08_S344_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P12_A02_S194_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN26_P5_F05_S65_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HN25_P25_D05_S329_comb,3.7356,1,Lymph node,0,Cancer cells,25,TRUE
HN26_P14_D10_S238_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P6_B07_S19_comb,1.6351,0,Primary,Fibroblast,Fibroblast,26,TRUE
HN26_P14_D06_S234_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HNSCC26_P24_F09_S357_comb,3.5297,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P25_A09_S297_comb,4.9525,1,Lymph node,0,Cancer cells,25,TRUE
HN26_P25_F05_S161_comb,3.3464,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P5_E02_S50_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HNSCC26_P12_F11_S263_comb,0,1,Lymph node,0,Cancer cells,26,FALSE
HN26_P14_F05_S257_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN25_P23_B03_S207_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN26_P25_C04_S124_comb,3.9822,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P15_A07_S295_comb,2.366,1,Lymph node,0,Cancer cells,28,TRUE
HN26_P5_E12_S60_comb,0,0,Primary,Fibroblast,Fibroblast,26,FALSE
HN25_P5_D07_S43_comb,5.5368,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN25_P5_C09_S33_comb,4.2973,1,Primary,0,Cancer cells,25,TRUE
HN25_P25_E07_S343_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN28_P15_E03_S339_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HN25_P5_C12_S36_comb,5.843,0,Primary,Fibroblast,Fibroblast,25,TRUE
HNSCC26_P12_E03_S243_comb,5.6953,0,Lymph node,0,0,26,TRUE
HN28_P6_C11_S131_comb,2.6388,0,Primary,Fibroblast,Fibroblast,28,TRUE
HN25_P24_E04_S148_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HNSCC26_P12_G10_S274_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN26_P13_E07_S151_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN26_P13_H03_S183_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN25_P5_C08_S32_comb,4.1987,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN26_P14_F02_S254_comb,4.8698,1,Lymph node,0,Cancer cells,26,TRUE
HNSCC26_P12_C07_S223_comb,0,0,Lymph node,Fibroblast,Fibroblast,26,FALSE
HN25_P5_G02_S74_comb,3.2547,1,Primary,0,Cancer cells,25,TRUE
HNSCC26_P24_D11_S335_comb,2.4473,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P25_A03_S291_comb,0,0,Lymph node,Fibroblast,Fibroblast,25,FALSE
HN25_P5_H12_S96_comb,4.6078,0,Primary,0,0,25,TRUE
HN26_P25_A05_S101_comb,1.7455,1,Lymph node,0,Cancer cells,26,TRUE
HN26_P14_F03_S255_comb,2.251,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P5_E08_S56_comb,6.6295,0,Primary,Fibroblast,Fibroblast,25,TRUE
HN28_P15_D02_S326_comb,0,0,Lymph node,Fibroblast,Fibroblast,28,FALSE
HN25_P5_D08_S44_comb,3.2973,1,Primary,0,Cancer cells,25,TRUE
HN25_P25_F11_S359_comb,5.0936,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN25_P23_E05_S245_comb,6.8188,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN28_P15_G03_S363_comb,4.5952,1,Lymph node,0,Cancer cells,28,TRUE
HN26_P26_G04_S364_comb,4.8671,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P6_H09_S189_comb,5.4954,1,Primary,0,Cancer cells,28,TRUE
HNSCC26_P24_D04_S328_comb,6.9335,1,Lymph node,0,Cancer cells,26,TRUE
HN25_P25_C08_S320_comb,0.33113,0,Lymph node,Fibroblast,Fibroblast,25,TRUE
HN26_P5_A06_S6_comb,4.4361,1,Primary,0,Cancer cells,26,TRUE
HN28_P15_C12_S324_comb,4.4139,0,Lymph node,Fibroblast,Fibroblast,28,TRUE
HNSCC26_P12_H10_S286_comb,0.3505,1,Lymph node,0,Cancer cells,26,TRUE
HN28_P15_D05_S329_comb,4.7501,1,Lymph node,0,Cancer cells,28,TRUE
