Compound,Model ID,Energy,nRot
Bolazine_ZINC000008214506,1,-8.7,3
R428_ZINC000051951669,1,-8.2,5
R428_ZINC000051951668,1,-8.0,5
Dihydroergocristine_ZINC000003947497,1,-7.8,6
Mk3207_ZINC000103760984,1,-7.8,4
Mk3207_ZINC000103760978,1,-7.7,4
Revizinone_ZINC000000538290,1,-7.6,6
Mk3207_ZINC000043203371,1,-7.5,4
Rupatadine_ZINC000000598829,1,-7.5,2
Amg-900_ZINC000043208325,1,-7.4,7
Lifarizine_ZINC000019368434,1,-7.4,6
Elomotecan_ZINC000003921664,1,-7.4,4
Telmisartan_ZINC000001530886,1,-7.4,7
Orvepitant_ZINC000056898864,1,-7.4,6
Conivaptan_ZINC000012503187,1,-7.3,4
Dihydroergocristine_ZINC000003947495,1,-7.3,6
Pranlukast_ZINC000001542146,1,-7.3,9
Mk-0893_ZINC000068250425,1,-7.3,9
Tegobuvir_ZINC000100057121,1,-7.3,6
Mln-8054_ZINC000018825334,1,-7.2,4
Proscillaridin_ZINC000118915484,1,-7.2,7
Bagrosin_ZINC000026663179,1,-7.2,1
Dihydroergotamine_ZINC000003978005,1,-7.2,5
Teniposide_ZINC000201698152,1,-7.2,9
Aprepitant_ZINC000052245742,1,-7.2,8
Efipladib_ZINC000085536943,1,-7.2,14
Dihydroergocristine_ZINC000095862766,1,-7.2,6
Liafensine_ZINC000095598450,1,-7.1,3
Velpatasvir_ZINC000504665933,1,-7.1,13
Z160_ZINC000020509316,1,-7.1,7
Mofarotene_ZINC000027558006,1,-7.1,6
Xaliproden_ZINC000000577115,1,-7.1,5
Teniposide_ZINC000245190530,1,-7.1,9
Dihydroergocristine_ZINC000003947496,1,-7.1,6
Etoposide_ZINC000100023533,1,-7.1,8
Seganserin_ZINC000000538333,1,-7.1,5
Metergotamine_ZINC000072266819,1,-7.1,5
Itriglumide_ZINC000001544617,1,-7.0,7
Aleplasinin_ZINC000013580622,1,-7.0,6
Cortisuzol_ZINC000004215464,1,-7.0,9
Ci-988_ZINC000014952320,1,-7.0,13
Tipifarnib_ZINC000028473960,1,-7.0,5
Ergotamine_ZINC000052955754,1,-7.0,5
Dirlotapide_ZINC000003988502,1,-7.0,10
Adapalene_ZINC000003784182,1,-7.0,4
Befetupitant_ZINC000028570456,1,-7.0,7
Efatutazone_ZINC000033975065,1,-7.0,8
Fuprazole_ZINC000022463197,1,-7.0,9
Tg100-801_ZINC000029136020,1,-7.0,10
Irinotecan_ZINC000001612996,1,-7.0,6
Proscillaridin_ZINC000118917544,1,-7.0,7
Ledipasvir_ZINC000150338819,1,-7.0,12
Navitoclax_ZINC000150338726,1,-7.0,17
Teniposide_ZINC000049605896,1,-7.0,9
Dihydroergocristine_ZINC000003947494,1,-7.0,6
Bms-833923_ZINC000096170449,1,-7.0,7
Vorapaxar_ZINC000003925861,1,-7.0,6
Aprepitant_ZINC000027428708,1,-7.0,8
Bagrosin_ZINC000026663185,1,-6.9,1
Fluralaner_ZINC000095598448,1,-6.9,8
Dihydroergocristine_ZINC000003995616,1,-6.9,6
Ci-988_ZINC000014952325,1,-6.9,13
Naxaprostene_ZINC000004217054,1,-6.9,7
Golvatinib_ZINC000043195317,1,-6.9,8
Paliroden_ZINC000035826853,1,-6.9,6
Velpatasvir_ZINC000504665931,1,-6.9,13
Nitroblue-tetrazolium_ZINC000008214433,1,-6.9,11
Teniposide_ZINC000049605898,1,-6.9,9
Tarazepide_ZINC000002015955,1,-6.9,3
Giripladib_ZINC000085537113,1,-6.9,15
Fiduxosin_ZINC000029747110,1,-6.9,7
Brazergoline_ZINC000004215062,1,-6.9,3
Mk-0893_ZINC000095574316,1,-6.9,9
Ibutamoren_ZINC000001543181,1,-6.9,9
Flezelastine_ZINC000001534968,1,-6.9,6
Rimacalib_ZINC000004423231,1,-6.9,4
Mosapramine_ZINC000000597691,1,-6.9,4
alpha_Ergocryptine_ZINC000059796556,1,-6.9,6
Cep-11981_ZINC000036411318,1,-6.9,4
Capmatinib_ZINC000043195321,1,-6.9,4
Laprafylline_ZINC000022463231,1,-6.9,8
Clocinizine_ZINC000022462888,1,-6.9,6
Hesperidin_ZINC000100204053,1,-6.9,15
Clocinizine_ZINC000031298006,1,-6.9,6
Venetoclax_ZINC000150338755,1,-6.9,13
Amg-208_ZINC000034285235,1,-6.9,5
Siponimod_ZINC000006717453,1,-6.9,10
Terfenadine_ZINC000003831511,1,-6.9,11
Casopitant_ZINC000042856596,1,-6.8,6
Irindalone_ZINC000022463226,1,-6.8,5
Losulazine_ZINC000004216779,1,-6.8,6
Nilotinib_ZINC000006716957,1,-6.8,7
Glisamuride_ZINC000000537797,1,-6.8,7
Hesperidin_ZINC000095568264,1,-6.8,15
Funapide_ZINC000113473392,1,-6.8,3
Evacetrapib_ZINC000150338934,1,-6.8,9
Hesperidin_ZINC000038144568,1,-6.8,15
Mitratapide_ZINC000003946578,1,-6.8,12
Aprepitant_ZINC000097974568,1,-6.8,8
Butaclamol_ZINC000002008410,1,-6.8,2
Telcagepant_ZINC000028827350,1,-6.8,5
Flumatinib_ZINC000068244727,1,-6.8,8
Bencianol_ZINC000004214953,1,-6.8,6
Lonafarnib_ZINC000003950115,1,-6.8,3
Entrectinib_ZINC000043204146,1,-6.8,7
Almestrone_ZINC000004214770,1,-6.8,1
Piketoprofen_ZINC000001846243,1,-6.8,5
Ritanserin_ZINC000000538314,1,-6.8,5
Posaconazole_ZINC000220105129,1,-6.8,13
Ecopladib_ZINC000085536974,1,-6.8,14
Mk3207_ZINC000103760981,1,-6.8,4
Astemizole_ZINC000000601274,1,-6.8,8
Ibipinabant_ZINC000013559250,1,-6.8,4
Ravidasvir_ZINC000150607150,1,-6.8,12
Teniposide_ZINC000095628282,1,-6.8,9
Itraconazole_ZINC000004097344,1,-6.8,11
Teniposide_ZINC000004099009,1,-6.8,9
Ditercalinium_ZINC000004215707,1,-6.8,9
Hesperidin_ZINC000252008997,1,-6.8,15
Fosaprepitant_ZINC000003939013,1,-6.7,9
Dagrocorat_ZINC000103297733,1,-6.7,6
Oxarbazole_ZINC000002008674,1,-6.7,3
Amg-548_ZINC000073336080,1,-6.7,8
Aee-788_ZINC000033196300,1,-6.7,7
Lumacaftor_ZINC000064033452,1,-6.7,5
Cyproheptadine_ZINC000000968264,1,-6.7,0
Pevonedistat_ZINC000058660702,1,-6.7,8
Uk432097_ZINC000150664074,1,-6.7,16
Bafetinib_ZINC000022940637,1,-6.7,9
Velpatasvir_ZINC000203686879,1,-6.7,13
Ubrogepant_ZINC000095598454,1,-6.7,5
Fendosal_ZINC000004216021,1,-6.7,4
Cinnarizine_ZINC000019632891,1,-6.7,6
Etoposide_ZINC000003977873,1,-6.7,8
Nolpitantium_ZINC000003922699,1,-6.7,9
Tadalafil_ZINC000003993855,1,-6.7,1
Orteronel_ZINC000003943521,1,-6.7,3
Proscillaridin_ZINC000306121903,1,-6.7,7
Derquantel_ZINC000056898856,1,-6.7,1
Imiglitazar_ZINC000049756486,1,-6.7,11
Tak-593_ZINC000095579919,1,-6.7,6
Ombitasvir_ZINC000150601177,1,-6.7,16
Ritonavir_ZINC000097975875,1,-6.7,19
Revefenacin_ZINC000113648937,1,-6.7,11
Etoposide-phosphate_ZINC000003920020,1,-6.7,9
Floxacrine_ZINC000001846338,1,-6.7,3
Radotinib_ZINC000059749972,1,-6.7,7
Tak-960_ZINC000043203898,1,-6.7,6
Tioclomarol_ZINC000030691430,1,-6.7,6
Itraconazole_ZINC000003830974,1,-6.7,11
Vedaprofen_ZINC000000000828,1,-6.7,3
Exatecan_ZINC000003800855,1,-6.7,3
Samatasvir_ZINC000150588806,1,-6.7,13
Setileuton_ZINC000036487556,1,-6.7,8
Zoliflodacin_ZINC000145806066,1,-6.7,1
Darifenacin_ZINC000001996117,1,-6.7,7
Nelfinavir_ZINC000003833846,1,-6.7,12
Florantyrone_ZINC000002036732,1,-6.7,4
Talotrexin_ZINC000003807186,1,-6.7,14
Hesperidin_ZINC000103939005,1,-6.7,15
Toquizine_ZINC000005317406,1,-6.7,2
Pranazepide_ZINC000003798924,1,-6.7,3
Englitazone_ZINC000005933664,1,-6.7,4
Gandotinib_ZINC000068245097,1,-6.7,6
Flezelastine_ZINC000003785445,1,-6.7,6
Fluralaner_ZINC000095598447,1,-6.7,8
beta_Ergocryptine_ZINC000059213491,1,-6.7,6
Fosdagrocorat_ZINC000103298102,1,-6.7,7
Meclizine_ZINC000019594557,1,-6.7,5
Abamectin-component-b1a_ZINC000242649028,1,-6.6,11
Pomisartan_ZINC000150340377,1,-6.6,6
Merestinib_ZINC000095926668,1,-6.6,6
Tulopafant_ZINC000002016001,1,-6.6,5
Abamectin-component-b1a_ZINC000252673974,1,-6.6,11
Proscillaridin_ZINC000008214665,1,-6.6,7
Diphenadione_ZINC000100044649,1,-6.6,4
Abamectin-component-b1a_ZINC000248170378,1,-6.6,11
Loperamide-oxide_ZINC000261506627,1,-6.6,8
Velpatasvir_ZINC000504665932,1,-6.6,13
Medibazine_ZINC000022463243,1,-6.6,5
Reglitazar_ZINC000084462508,1,-6.6,7
Gsk-461364_ZINC000059715991,1,-6.6,8
Ac-480_ZINC000072190221,1,-6.6,8
Lorpiprazole_ZINC000033827894,1,-6.6,5
Tesevatinib_ZINC000117147304,1,-6.6,6
Radiprodil_ZINC000028363953,1,-6.6,5
Proscillaridin_ZINC000118917543,1,-6.6,7
Picloxydine_ZINC000030691566,1,-6.6,2
Ibodutant_ZINC000028711707,1,-6.6,11
Ripisartan_ZINC000000538309,1,-6.6,6
Flutroline_ZINC000049590110,1,-6.6,7
Proscillaridin_ZINC000306121901,1,-6.6,7
Etoposide-phosphate_ZINC000245205035,1,-6.6,9
Trifluperidol_ZINC000000538505,1,-6.6,8
Mosapramine_ZINC000003873789,1,-6.6,4
Gsk163090_ZINC000034451922,1,-6.6,5
Teniposide_ZINC000067957215,1,-6.6,9
Trecadrine_ZINC000005751639,1,-6.6,6
Posaconazole_ZINC000003938482,1,-6.6,13
Piroheptine_ZINC000002020004,1,-6.6,1
Seperidol_ZINC000000538335,1,-6.6,8
Elbanizine_ZINC000031561759,1,-6.6,8
Azd3514_ZINC000101673084,1,-6.6,7
Bromocriptine_ZINC000053683151,1,-6.6,6
Novobiocin_ZINC000076945632,1,-6.6,11
Glisindamide_ZINC000000537799,1,-6.6,6
Etoposide_ZINC000043648995,1,-6.6,8
Meclizine_ZINC000019361042,1,-6.6,5
Estrone_ZINC000013509425,1,-6.6,1
Lidoflazine_ZINC000022034381,1,-6.6,9
Erismodegib_ZINC000068202099,1,-6.6,6
Proscillaridin_ZINC000008143879,1,-6.6,7
Netoglitazone_ZINC000001481955,1,-6.6,5
Proscillaridin_ZINC000257355132,1,-6.6,7
Regorafenib_ZINC000006745272,1,-6.6,6
Tiplasinin_ZINC000003938676,1,-6.6,7
Itraconazole_ZINC000003830976,1,-6.6,11
Tasosartan_ZINC000013444037,1,-6.6,4
Darglitazone_ZINC000001851105,1,-6.6,7
Proscillaridin_ZINC000038139432,1,-6.6,7
Bifeprunox_ZINC000052971454,1,-6.6,4
Capeserod_ZINC000000603773,1,-6.6,6
Monatepil_ZINC000000607979,1,-6.6,6
Tolvaptan_ZINC000001490477,1,-6.6,4
Saperconazole_ZINC000026168046,1,-6.6,11
Fananserin_ZINC000000597400,1,-6.6,5
Afacifenacin_ZINC000003991067,1,-6.6,6
Abamectin-component-b1a_ZINC000575231316,1,-6.6,11
Rebastinib_ZINC000063933734,1,-6.6,7
Abamectin-component-b1a_ZINC000306147035,1,-6.6,11
Ag-13958_ZINC000095909141,1,-6.6,6
Lifitegrast_ZINC000084668739,1,-6.6,7
Burapitant_ZINC000003990019,1,-6.6,10
Lopinavir_ZINC000043773447,1,-6.6,16
Metindizate_ZINC000169292417,1,-6.6,8
Pimozide_ZINC000004175630,1,-6.6,8
Izonsteride_ZINC000001544066,1,-6.6,3
Hesperidin_ZINC000238924079,1,-6.5,15
Montelukast_ZINC000003831151,1,-6.5,13
Zopolrestat_ZINC000000538557,1,-6.5,5
Octastine_ZINC000006067238,1,-6.5,6
Setipiprant_ZINC000091291806,1,-6.5,3
Setastine_ZINC000002001312,1,-6.5,6
Bisoctrizole_ZINC000011677911,1,-6.5,12
Hesperidin_ZINC000103938998,1,-6.5,15
Amg-517_ZINC000014974132,1,-6.5,5
Englitazone_ZINC000005933614,1,-6.5,4
Ropitoin_ZINC000011682492,1,-6.5,8
Mesocarb_ZINC000005735333,1,-6.5,5
Idenast_ZINC000033754357,1,-6.5,8
Edoxaban_ZINC000043200832,1,-6.5,6
Cadazolid_ZINC000043195938,1,-6.5,10
Napitane_ZINC000005934263,1,-6.5,3
Velpatasvir_ZINC000220902773,1,-6.5,13
Fexofenadine_ZINC000003824921,1,-6.5,12
Indacaterol_ZINC000035801098,1,-6.5,8
Micinicate_ZINC000013884308,1,-6.5,7
Cinperene_ZINC000002018994,1,-6.5,5
Etibendazole_ZINC000005386462,1,-6.5,4
Uk432097_ZINC000095539256,1,-6.5,16
Tivantinib_ZINC000100016063,1,-6.5,2
Bifonazole_ZINC000003871723,1,-6.5,4
Estriol_ZINC000000008866,1,-6.5,3
ipragliflozin_ZINC000605694508,1,-6.5,8
Linsitinib_ZINC000100071817,1,-6.5,5
Flunarizine_ZINC000019360739,1,-6.5,6
Metoquizine_ZINC000038424542,1,-6.5,1
Hesperidin_ZINC000103938990,1,-6.5,15
Rg-7603_ZINC000117249555,1,-6.5,5
Olaparib_ZINC000040430143,1,-6.5,4
Elbasvir_ZINC000150588351,1,-6.5,13
Derenofylline_ZINC000252673365,1,-6.5,4
Azilsartan_ZINC000000598390,1,-6.5,7
Teniposide_ZINC000202773821,1,-6.5,9
Trenizine_ZINC000072266906,1,-6.5,10
Diaplasinin_ZINC000001554077,1,-6.5,10
Saquinavir_ZINC000003914596,1,-6.5,14
Proscillaridin_ZINC000257355131,1,-6.5,7
Tradipitant_ZINC000043194077,1,-6.5,8
Telatinib_ZINC000000590964,1,-6.5,6
Lopinavir_ZINC000004172317,1,-6.5,16
Ly-2584702_ZINC000043204100,1,-6.5,4
Niceverine_ZINC000001481885,1,-6.5,10
Abamectin-component-b1a_ZINC000242649031,1,-6.5,11
Grapiprant_ZINC000038228051,1,-6.5,9
Pf-03758309_ZINC000043203531,1,-6.5,6
Abamectin-component-b1a_ZINC000242649029,1,-6.5,11
Hydroxyestrone_diacetate_ZINC000002557209,1,-6.5,4
Ciclotizolam_ZINC000004212479,1,-6.5,2
Etoposide-phosphate_ZINC000245205034,1,-6.5,9
Ar-12_ZINC000003960083,1,-6.5,6
Efatutazone_ZINC000033975064,1,-6.5,8
Omipalisib_ZINC000043208634,1,-6.5,6
Itraconazole_ZINC000003830973,1,-6.5,11
Etoposide-phosphate_ZINC000575418369,1,-6.5,9
Tesevatinib_ZINC000038912363,1,-6.5,6
alpha_Ergocryptine_ZINC000095810539,1,-6.5,6
Sumarotene_ZINC000001541060,1,-6.5,3
Letaxaban_ZINC000013986542,1,-6.5,6
Gdc-0994_ZINC000144904566,1,-6.5,7
beta_Ergocryptine_ZINC000100071818,1,-6.5,6
Palovarotene_ZINC000038467831,1,-6.5,5
Setiptiline_ZINC000001482169,1,-6.5,0
Sarolaner_ZINC000103297729,1,-6.5,5
Disogluside_ZINC000008214547,1,-6.5,7
Etoposide_ZINC000103553199,1,-6.5,8
Sanguinarium_ZINC000000000706,1,-6.5,0
Ropizine_ZINC000031291823,1,-6.4,5
Butaclamol_ZINC000040933021,1,-6.4,2
Lixivaptan_ZINC000000600399,1,-6.4,3
Flotrenizine_ZINC000031597122,1,-6.4,10
Lopinavir_ZINC000028525391,1,-6.4,16
Trazium_ZINC000005935149,1,-6.4,2
Chlorbenzoxamine_ZINC000022462882,1,-6.4,8
Fluazuron_ZINC000002570819,1,-6.4,5
Pipendoxifene_ZINC000000602799,1,-6.4,9
Doxapram_ZINC000019632668,1,-6.4,6
Pf-00446687_ZINC000101338048,1,-6.4,5
Azd-4547_ZINC000091352093,1,-6.4,8
Etoposide_ZINC000015449129,1,-6.4,8
Tioclomarol_ZINC000030691425,1,-6.4,6
Etoposide_ZINC000100042690,1,-6.4,8
Hesperidin_ZINC000038144570,1,-6.4,15
Tameridone_ZINC000000538412,1,-6.4,4
Hesperidin_ZINC000100204061,1,-6.4,15
Paliperidone_ZINC000004214700,1,-6.4,5
Ropitoin_ZINC000004214281,1,-6.4,8
Terfenadine_ZINC000003812892,1,-6.4,11
Bazedoxifene_ZINC000001895505,1,-6.4,9
Elopiprazole_ZINC000053098495,1,-6.4,4
Midostaurin_ZINC000100013130,1,-6.4,5
Lopinavir_ZINC000101007591,1,-6.4,16
Netoglitazone_ZINC000003633833,1,-6.4,5
Pirenperone_ZINC000000538194,1,-6.4,5
Sulfamazone_ZINC000004194719,1,-6.4,9
Oxatomide_ZINC000019632896,1,-6.4,7
Aee-788_ZINC000022453679,1,-6.4,7
Spirofylline_ZINC000084758966,1,-6.4,5
Saperconazole_ZINC000004214295,1,-6.4,11
Ac-480_ZINC000006717782,1,-6.4,8
Int131_ZINC000006485945,1,-6.4,5
Mozavaptan_ZINC000006071859,1,-6.4,4
Linarotene_ZINC000003927341,1,-6.4,4
Amesergide_ZINC000083261402,1,-6.4,3
Talmetoprim_ZINC000000538405,1,-6.4,7
Posaconazole_ZINC000060392778,1,-6.4,13
Azd1386_ZINC000139948300,1,-6.4,3
Suvorexant_ZINC000049036447,1,-6.4,3
Lirequinil_ZINC000003784128,1,-6.4,4
Gliquidone_ZINC000001482077,1,-6.4,9
Devazepide_ZINC000001847292,1,-6.4,3
Hesperidin_ZINC000008680006,1,-6.4,15
Cinperene_ZINC000002018996,1,-6.4,5
Posaconazole_ZINC000072190231,1,-6.4,13
Cort-108297_ZINC000029128012,1,-6.4,7
Itraconazole_ZINC000003830975,1,-6.4,11
Grazoprevir_ZINC000095551509,1,-6.4,8
Epicriptine_ZINC000004215812,1,-6.4,6
Octastine_ZINC000004214026,1,-6.4,6
Azd-8055_ZINC000052509466,1,-6.4,6
Oxyphenisatin_acetate_ZINC000003831258,1,-6.4,6
Tak-901_ZINC000035310420,1,-6.4,5
Glisolamide_ZINC000000537802,1,-6.4,7
Pf-562271_ZINC000034638188,1,-6.4,8
Amitriptylinoxide_ZINC000001481969,1,-6.4,3
Candesartan_ZINC000003782818,1,-6.4,7
Mk-6592_ZINC000043153387,1,-6.4,7
Foretinib_ZINC000043204048,1,-6.4,12
Hesperidin_ZINC000097972618,1,-6.4,15
Ertiprotafib_ZINC000001547338,1,-6.4,6
Abamectin-component-b1a_ZINC000245224134,1,-6.4,11
Etoposide_ZINC000003977874,1,-6.4,8
Etoposide-phosphate_ZINC000245205037,1,-6.4,9
Dasabuvir_ZINC000095616937,1,-6.4,6
Axamozide_ZINC000004212030,1,-6.4,3
Doretinel_ZINC000003785287,1,-6.4,5
Taladegib_ZINC000068247898,1,-6.4,5
Triacetyldiphenolisatin_ZINC000004217281,1,-6.4,6
Hesperidin_ZINC000008214774,1,-6.4,15
Ocaperidone_ZINC000000538119,1,-6.4,4
Derenofylline_ZINC000100002114,1,-6.4,4
Teniposide_ZINC000004166028,1,-6.4,9
Aseripide_ZINC000082125620,1,-6.4,9
Diosmin_ZINC000004098512,1,-6.4,15
Mavatrep_ZINC000043175494,1,-6.4,6
Drinabant_ZINC000059299699,1,-6.4,6
Piketoprofen_ZINC000000000623,1,-6.4,5
Daclatasvir_ZINC000068204830,1,-6.4,13
Nafamostat_ZINC000003874467,1,-6.4,6
Deserpidine_ZINC000003830663,1,-6.4,9
Hesperidin_ZINC000248139797,1,-6.4,15
Etoposide-phosphate_ZINC000306146642,1,-6.4,9
Raltegravir_ZINC000013831130,1,-6.4,6
Teniposide_ZINC000028226553,1,-6.4,9
Romergoline_ZINC000003782563,1,-6.4,2
Adomeglivant_ZINC000117040417,1,-6.4,12
Mergocriptine_ZINC000072266905,1,-6.4,6
Trenizine_ZINC000022463111,1,-6.4,10
Lombazole_ZINC000005425510,1,-6.4,4
Quinaprilat_ZINC000004217387,1,-6.4,8
Posaconazole_ZINC000028639340,1,-6.4,13
Mesocarb_ZINC000005751608,1,-6.4,5
Diphenylpiperidinomethyldioxolan_ZINC000003620843,1,-6.4,4
Zicronapine_ZINC000022938019,1,-6.3,2
Risperidone_ZINC000000538312,1,-6.3,4
Balaglitazone_ZINC000001489816,1,-6.3,5
Hesperidin_ZINC000253499899,1,-6.3,15
Dofequidar_ZINC000026180140,1,-6.3,9
Ag-13958_ZINC000034037183,1,-6.3,6
Citenamide_ZINC000000001162,1,-6.3,1
Hesperidin_ZINC000252008992,1,-6.3,15
Nirogacestat_ZINC000038217835,1,-6.3,11
Quilostigmine_ZINC000056897587,1,-6.3,2
Lomitapide_ZINC000027990463,1,-6.3,12
Bedaquiline_ZINC000004655029,1,-6.3,9
Trelanserin_ZINC000000602552,1,-6.3,6
Ecopipam_ZINC000000003897,1,-6.3,1
Etoposide-phosphate_ZINC000618072473,1,-6.3,9
Ebastine_ZINC000003781952,1,-6.3,10
Revaprazan_ZINC000003633836,1,-6.3,3
Terizidone_ZINC000000000747,1,-6.3,4
Taclamine_ZINC000011616858,1,-6.3,0
Incb-9471_ZINC000043171152,1,-6.3,6
Israpafant_ZINC000001533241,1,-6.3,6
beta_Ergocryptine_ZINC000064633860,1,-6.3,6
Tamolarizine_ZINC000022942024,1,-6.3,9
Indibulin_ZINC000037866151,1,-6.3,5
Saperconazole_ZINC000003913989,1,-6.3,11
Teniposide_ZINC000095628281,1,-6.3,9
Garenoxacin_ZINC000003585048,1,-6.3,5
Antrafenine_ZINC000053073961,1,-6.3,10
Tadalafil_ZINC000000538404,1,-6.3,1
Zaldaride_ZINC000002016009,1,-6.3,3
Dofequidar_ZINC000013652236,1,-6.3,9
Lucitanib_ZINC000077024213,1,-6.3,8
Tacrolimus_ZINC000169289411,1,-6.3,10
Pf-03715455_ZINC000082138051,1,-6.3,13
Minalrestat_ZINC000001492564,1,-6.3,2
Teniposide_ZINC000202773837,1,-6.3,9
Quinupramine_ZINC000004214242,1,-6.3,1
Metbufen_ZINC000001846221,1,-6.3,5
Talnetant_ZINC000001543566,1,-6.3,6
Azd-7624_ZINC000002105296,1,-6.3,5
Ramipril_ZINC000253951174,1,-6.3,10
Quinupramine_ZINC000005162687,1,-6.3,1
Altiratinib_ZINC000113198271,1,-6.3,8
Stilbazium_ZINC000004217469,1,-6.3,7
Moperone_ZINC000000538026,1,-6.3,7
Parcetasal_ZINC000000014940,1,-6.3,3
Flutroline_ZINC000049590112,1,-6.3,7
Carsatrin_ZINC000022851028,1,-6.3,9
Hesperidin_ZINC000038144569,1,-6.3,15
Nicergoline_ZINC000003873817,1,-6.3,5
Setipafant_ZINC000001481922,1,-6.3,3
Etoposide_ZINC000079216638,1,-6.3,8
Belaperidone_ZINC000003822014,1,-6.3,4
Barmastine_ZINC000004214938,1,-6.3,7
Talazoparib_ZINC000072318110,1,-6.3,2
Quinotolast_ZINC000000002018,1,-6.3,4
Palinavir_ZINC000003936474,1,-6.3,16
Nicofuranose_ZINC000004217093,1,-6.3,15
Paranyline_ZINC000001482136,1,-6.3,3
Saperconazole_ZINC000028712571,1,-6.3,11
Sorafenib_ZINC000001493878,1,-6.3,6
Doxazosin_ZINC000094566092,1,-6.3,5
Sgi-1776_ZINC000068205235,1,-6.3,6
Aminoquinuride_ZINC000022910880,1,-6.3,4
Vemurafenib_ZINC000052509366,1,-6.3,7
Tobuterol_ZINC000004214489,1,-6.3,11
Doconazole_ZINC000013207499,1,-6.3,7
Desocriptine_ZINC000004212849,1,-6.3,6
Bepafant_ZINC000002016003,1,-6.3,2
Tacrolimus_ZINC000085537027,1,-6.3,10
Am-211_ZINC000043206277,1,-6.3,10
Tamatinib_ZINC000006745792,1,-6.3,7
Trifarotene_ZINC000113700519,1,-6.3,9
Mk-2206_ZINC000036382821,1,-6.3,4
Enpiroline_ZINC000001568035,1,-6.3,6
Hesperidin_ZINC000008382286,1,-6.3,15
Prulifloxacin_ZINC000001269201,1,-6.3,4
ipragliflozin_ZINC000165806297,1,-6.3,8
Cerc-301_ZINC000006716891,1,-6.3,6
Prasterone_acetate_ZINC000004063548,1,-6.3,2
Lapatinib_ZINC000001550477,1,-6.3,11
Chloroserpidine_ZINC000004212444,1,-6.3,9
Lopinavir_ZINC000043773446,1,-6.3,16
Lobeline_ZINC000000001624,1,-6.3,7
Metrenperone_ZINC000000537997,1,-6.3,5
Fiboflapon_ZINC000068247071,1,-6.3,13
Osanetant_ZINC000003935475,1,-6.3,8
Bms-754807_ZINC000145213336,1,-6.3,6
Crenolanib_ZINC000003820043,1,-6.3,6
alpha_Ergocryptine_ZINC000059796557,1,-6.3,6
Tebuquine_ZINC000001585700,1,-6.3,7
Teniposide_ZINC000245190531,1,-6.3,9
Amg-548_ZINC000013982572,1,-6.3,8
Dioxadrol_ZINC000003080604,1,-6.3,3
Pf-00477736_ZINC000019862643,1,-6.3,5
Posaconazole_ZINC000011616816,1,-6.3,13
Tamolarizine_ZINC000022440925,1,-6.3,9
Spirilene_ZINC000000538370,1,-6.3,5
Calcipotriene_ZINC000033938184,1,-6.3,8
Bentiromide_ZINC000000608204,1,-6.3,8
Etoposide_ZINC000003925948,1,-6.3,8
Pipoxolan_ZINC000002017397,1,-6.3,5
Chir-265_ZINC000018710085,1,-6.3,7
Bexarotene_ZINC000001539579,1,-6.3,3
Proscillaridin_ZINC000118915483,1,-6.3,7
Dotarizine_ZINC000022058279,1,-6.3,8
Abemaciclib_ZINC000072318121,1,-6.3,7
Hesperidin_ZINC000038144571,1,-6.3,15
Xl-228_ZINC000203005669,1,-6.3,8
Pf-03758309_ZINC000222637955,1,-6.3,6
Teniposide_ZINC000253928517,1,-6.3,9
Etoposide_ZINC000103553211,1,-6.3,8
Ci-988_ZINC000014952331,1,-6.3,13
Linifanib_ZINC000006718813,1,-6.3,4
Mizolastine_ZINC000013831810,1,-6.2,5
Lxr-623_ZINC000040379749,1,-6.2,4
Calcipotriene_ZINC000077285174,1,-6.2,8
Anatibant_ZINC000053261548,1,-6.2,13
Hesperidin_ZINC000253499897,1,-6.2,15
Deferasirox_ZINC000001481815,1,-6.2,6
alpha_Ergocryptine_ZINC000014952151,1,-6.2,6
Minalrestat_ZINC000000597385,1,-6.2,2
Hesperidin_ZINC000238924080,1,-6.2,15
Cort-108297_ZINC000141514903,1,-6.2,7
Phenomorphan_ZINC000004217283,1,-6.2,4
Etoposide-phosphate_ZINC000618072474,1,-6.2,9
Vidupiprant_ZINC000043206238,1,-6.2,10
Moexipril_ZINC000003812306,1,-6.2,12
Etoposide-phosphate_ZINC000575418368,1,-6.2,9
Trandolapril_ZINC000001853205,1,-6.2,10
